['Z', 'Z', 'Z', 'Z', 'P', 'P', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'G', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'Q', 'Q', 'Q', 'Q', 'Y', 'Y', 'X', 'Y', 'U', 'U', 'U', 'F', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'C', 'N', 'N', 'N', 'N', 'O', 'O', 'O', 'O', 'R', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'D', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'V', 'V', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'L', 'L', 'L', 'L', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q']
['T', 'T', 'T', 'F', 'F', 'B', 'B', 'B', 'B', 'B', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U', 'O', 'U', 'O', 'O', 'U', 'O', 'O', 'F', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'A', 'A', 'D', 'D', 'D', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'P', 'B', 'P', 'B', 'B', 'B', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'T', 'T', 'K', 'Q', 'T', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'O', 'O', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'D', 'C', 'C', 'D', 'C', 'C', 'C', 'C', 'E']
['T', 'F', 'F', 'F', 'F', 'B', 'B', 'B', 'B', 'B', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'F', 'F', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'A', 'A', 'D', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'K', 'K', 'K', 'T', 'T', 'T', 'T', 'T', 'T', 'K', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'O', 'O', 'O', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'K', 'K', 'K', 'K', 'K', 'I', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'D', 'D', 'D', 'D', 'D', 'D', 'C', 'E', 'E']
['T', 'T', 'F', 'F', 'F', 'B', 'B', 'B', 'B', 'B', 'G', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'F', 'F', 'F', 'H', 'V', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'J', 'A', 'A', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'K', 'T', 'T', 'T', 'T', 'T', 'K', 'K', 'Q', 'Q', 'J', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'O', 'F', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'K', 'K', 'K', 'K', 'K', 'I', 'I', 'I', 'K', 'I', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'D', 'D', 'D', 'F', 'D', 'D', 'D', 'D', 'E', 'E']
['T', 'T', 'T', 'F', 'B', 'B', 'B', 'B', 'C', 'B', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'F', 'O', 'O', 'O', 'F', 'F', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'Y', 'A', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'K', 'T', 'T', 'T', 'T', 'T', 'K', 'K', 'K', 'K', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'F', 'F', 'O', 'O', 'O', 'O', 'O', 'Z', 'Z', 'G', 'G', 'K', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'D', 'D', 'K', 'K', 'K', 'K', 'D', 'D', 'D', 'Z', 'D', 'D', 'D', 'D', 'D', 'E', 'E']
['T', 'N', 'T', 'F', 'W', 'B', 'B', 'B', 'B', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'G', 'R', 'E', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'F', 'F', 'O', 'O', 'F', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'H', 'H', 'W', 'W', 'W', 'S', 'S', 'S', 'A', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'A', 'A', 'A', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'I', 'B', 'K', 'K', 'T', 'T', 'K', 'K', 'O', 'O', 'K', 'K', 'K', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'F', 'O', 'O', 'O', 'O', 'O', 'G', 'G', 'G', 'G', 'G', 'I', 'I', 'I', 'I', 'I', 'A', 'D', 'D', 'T', 'D', 'D', 'D', 'K', 'K', 'K', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'E', 'E', 'E', 'E']
['W', 'W', 'W', 'W', 'W', 'W', 'B', 'B', 'B', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'B', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'H', 'H', 'H', 'H', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'A', 'A', 'S', 'S', 'S', 'S', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'G', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'Q', 'Q', 'G', 'G', 'K', 'K', 'K', 'K', 'K', 'K', 'O', 'O', 'K', 'O', 'K', 'Q', 'Q', 'K', 'Q', 'Q', 'Q', 'F', 'F', 'Z', 'Z', 'O', 'O', 'Z', 'G', 'G', 'G', 'G', 'I', 'I', 'I', 'I', 'I', 'A', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'K', 'K', 'D', 'D', 'D', 'D', 'D', 'E', 'E', 'E', 'E', 'E']
['W', 'W', 'W', 'W', 'W', 'W', 'B', 'B', 'B', 'R', 'R', 'B', 'B', 'B', 'B', 'B', 'B', 'R', 'R', 'B', 'B', 'B', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'X', 'X', 'F', 'F', 'F', 'F', 'F', 'F', 'H', 'H', 'H', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'K', 'B', 'B', 'B', 'B', 'B', 'G', 'G', 'G', 'G', 'G', 'G', 'K', 'K', 'K', 'K', 'O', 'O', 'O', 'O', 'K', 'K', 'K', 'K', 'Y', 'Q', 'Q', 'F', 'F', 'Z', 'Z', 'Z', 'O', 'Z', 'G', 'G', 'G', 'G', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'D', 'D', 'D', 'D', 'D', 'N', 'N', 'K', 'K', 'D', 'D', 'D', 'D', 'D', 'E', 'E', 'E', 'E', 'B']
['W', 'W', 'W', 'W', 'W', 'W', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'R', 'R', 'B', 'B', 'B', 'B', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'X', 'X', 'X', 'X', 'X', 'X', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'N', 'F', 'F', 'F', 'W', 'W', 'W', 'W', 'W', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'K', 'A', 'K', 'B', 'K', 'B', 'B', 'B', 'B', 'B', 'G', 'G', 'G', 'W', 'B', 'B', 'B', 'G', 'G', 'G', 'G', 'G', 'E', 'H', 'H', 'K', 'K', 'O', 'O', 'O', 'O', 'O', 'O', 'K', 'K', 'Y', 'H', 'H', 'Y', 'Y', 'Z', 'Z', 'Z', 'Z', 'Z', 'G', 'G', 'G', 'G', 'G', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'D', 'D', 'I', 'N', 'R', 'B', 'K', 'D', 'D', 'E', 'E', 'E', 'E', 'E', 'B', 'B', 'B']
['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'E', 'E', 'U', 'O', 'O', 'O', 'O', 'O', 'O', 'X', 'X', 'X', 'X', 'X', 'X', 'F', 'F', 'F', 'G', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'W', 'W', 'W', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'K', 'K', 'K', 'K', 'K', 'K', 'B', 'B', 'B', 'G', 'G', 'G', 'G', 'G', 'S', 'S', 'S', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'H', 'K', 'K', 'K', 'O', 'O', 'O', 'O', 'K', 'K', 'K', 'Y', 'Y', 'Y', 'Y', 'Y', 'Z', 'Z', 'Z', 'Z', 'Z', 'G', 'G', 'G', 'G', 'G', 'G', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'N', 'R', 'B', 'B', 'L', 'B', 'B', 'E', 'E', 'E', 'B', 'B', 'B', 'B']
['W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'U', 'U', 'U', 'P', 'O', 'O', 'O', 'O', 'O', 'U', 'Q', 'X', 'Q', 'X', 'P', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'W', 'F', 'W', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'B', 'B', 'G', 'G', 'G', 'G', 'G', 'S', 'S', 'S', 'G', 'D', 'G', 'G', 'G', 'G', 'G', 'H', 'H', 'H', 'H', 'X', 'O', 'O', 'O', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Z', 'Z', 'Z', 'Z', 'Z', 'G', 'G', 'G', 'G', 'I', 'G', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'N', 'B', 'B', 'L', 'L', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'Y']
['W', 'W', 'W', 'W', 'W', 'W', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'U', 'U', 'U', 'U', 'U', 'O', 'U', 'U', 'O', 'U', 'Q', 'Q', 'Q', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'W', 'W', 'W', 'W', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'K', 'K', 'K', 'K', 'K', 'G', 'K', 'B', 'V', 'G', 'G', 'G', 'G', 'G', 'S', 'S', 'S', 'G', 'G', 'G', 'G', 'G', 'G', 'H', 'H', 'H', 'H', 'O', 'O', 'O', 'O', 'S', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'G', 'Z', 'Z', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'N', 'N', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['W', 'W', 'W', 'W', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'O', 'O', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'Q', 'Q', 'Q', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'W', 'W', 'W', 'W', 'W', 'W', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'K', 'K', 'K', 'K', 'K', 'G', 'G', 'V', 'V', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'S', 'G', 'G', 'G', 'G', 'G', 'G', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'N', 'N', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['W', 'W', 'W', 'W', 'W', 'B', 'N', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'Q', 'Q', 'Q', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'W', 'W', 'W', 'W', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'K', 'K', 'K', 'K', 'K', 'K', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'H', 'H', 'H', 'H', 'H', 'H', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'Z', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'N', 'N', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['W', 'W', 'W', 'W', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'P', 'P', 'B', 'B', 'B', 'B', 'B', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'Q', 'Q', 'Q', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'F', 'F', 'F', 'F', 'F', 'W', 'W', 'W', 'W', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'G', 'G', 'G', 'G', 'D', 'U', 'G', 'S', 'G', 'T', 'T', 'G', 'G', 'R', 'G', 'G', 'G', 'G', 'V', 'H', 'H', 'H', 'H', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Z', 'Z', 'T', 'T', 'T', 'Z', 'I', 'I', 'I', 'I', 'T', 'I', 'I', 'I', 'I', 'C', 'C', 'N', 'N', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['W', 'W', 'W', 'W', 'W', 'W', 'C', 'C', 'B', 'B', 'P', 'P', 'P', 'P', 'P', 'P', 'V', 'B', 'B', 'B', 'N', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'Q', 'Q', 'Q', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'F', 'F', 'F', 'F', 'F', 'W', 'W', 'W', 'W', 'W', 'W', 'A', 'A', 'A', 'A', 'A', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'D', 'D', 'D', 'S', 'S', 'S', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'H', 'H', 'H', 'H', 'H', 'H', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Q', 'Z', 'Z', 'Z', 'T', 'T', 'T', 'T', 'I', 'T', 'T', 'T', 'I', 'I', 'I', 'C', 'C', 'N', 'N', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['W', 'W', 'W', 'W', 'W', 'W', 'B', 'B', 'B', 'B', 'B', 'P', 'P', 'P', 'P', 'P', 'P', 'B', 'N', 'N', 'N', 'N', 'N', 'N', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'U', 'A', 'C', 'Q', 'C', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'F', 'F', 'F', 'F', 'F', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'A', 'A', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'D', 'D', 'S', 'S', 'S', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'G', 'H', 'G', 'G', 'H', 'H', 'H', 'H', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Z', 'Z', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'I', 'C', 'C', 'C', 'N', 'N', 'N', 'C', 'C', 'C', 'C', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']
['W', 'W', 'W', 'W', 'W', 'W', 'W', 'M', 'B', 'B', 'B', 'P', 'Z', 'P', 'P', 'P', 'P', 'A', 'N', 'N', 'N', 'N', 'N', 'N', 'U', 'U', 'U', 'U', 'U', 'U', 'Q', 'U', 'C', 'C', 'C', 'C', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'F', 'F', 'F', 'F', 'F', 'W', 'W', 'W', 'W', 'Q', 'W', 'W', 'W', 'A', 'K', 'K', 'K', 'K', 'K', 'K', 'D', 'D', 'D', 'D', 'D', 'K', 'K', 'D', 'D', 'D', 'D', 'D', 'D', 'S', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'G', 'G', 'G', 'G', 'G', 'H', 'H', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'I', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'D']
['W', 'W', 'W', 'W', 'A', 'W', 'B', 'B', 'B', 'B', 'B', 'B', 'Z', 'P', 'P', 'P', 'P', 'P', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'U', 'U', 'U', 'U', 'U', 'Q', 'Q', 'C', 'C', 'C', 'C', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'Y', 'F', 'F', 'F', 'F', 'W', 'W', 'W', 'W', 'Q', 'Q', 'Q', 'W', 'A', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'S', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'G', 'G', 'G', 'G', 'G', 'G', 'H', 'H', 'H', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'T', 'T', 'T', 'P', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'D', 'D', 'D']
['A', 'A', 'A', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'P', 'P', 'P', 'P', 'P', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'U', 'U', 'U', 'U', 'Q', 'Q', 'Q', 'C', 'C', 'C', 'C', 'C', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'K', 'Y', 'F', 'F', 'F', 'W', 'W', 'Q', 'W', 'Q', 'Q', 'Q', 'Q', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'S', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'G', 'G', 'G', 'G', 'G', 'G', 'H', 'H', 'H', 'H', 'H', 'Y', 'Y', 'Y', 'Y', 'H', 'H', 'Y', 'Y', 'Y', 'Y', 'T', 'T', 'P', 'P', 'T', 'T', 'T', 'T', 'T', 'T', 'C', 'T', 'T', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'C', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'D', 'D', 'D']
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'P', 'P', 'P', 'P', 'P', 'P', 'N', 'N', 'N', 'N', 'N', 'N', 'U', 'U', 'U', 'U', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'Y', 'Y', 'Y', 'F', 'F', 'F', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'S', 'S', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'G', 'Y', 'G', 'G', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'Y', 'Y', 'H', 'H', 'Y', 'Y', 'Y', 'Y', 'Y', 'T', 'T', 'P', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'D', 'B', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'B', 'B', 'A', 'P', 'P', 'P', 'P', 'P', 'P', 'A', 'A', 'A', 'A', 'N', 'U', 'U', 'U', 'Y', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'Y', 'W', 'W', 'W', 'W', 'W', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'K', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'G', 'G', 'G', 'G', 'H', 'H', 'H', 'H', 'V', 'H', 'H', 'H', 'Y', 'Y', 'H', 'H', 'H', 'H', 'H', 'Y', 'P', 'P', 'P', 'P', 'P', 'P', 'T', 'T', 'M', 'T', 'T', 'T', 'T', 'T', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'D', 'D', 'B', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'N', 'N', 'N', 'Y', 'G', 'Y', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'M', 'W', 'W', 'W', 'W', 'W', 'W', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'S', 'S', 'S', 'S', 'K', 'K', 'K', 'K', 'K', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'S', 'S', 'S', 'S', 'G', 'G', 'U', 'G', 'G', 'Y', 'G', 'H', 'H', 'H', 'H', 'V', 'V', 'H', 'H', 'H', 'H', 'H', 'H', 'O', 'H', 'O', 'O', 'O', 'O', 'P', 'P', 'P', 'T', 'T', 'T', 'M', 'T', 'T', 'W', 'W', 'W', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'T', 'N', 'N', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'M', 'M', 'M', 'M', 'M', 'W', 'W', 'Y', 'Y', 'Y', 'Y', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'C', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'Q', 'S', 'K', 'K', 'K', 'S', 'D', 'D', 'D', 'D', 'D', 'D', 'S', 'S', 'S', 'S', 'D', 'D', 'O', 'O', 'Y', 'Y', 'Y', 'Y', 'S', 'Y', 'Y', 'Y', 'Y', 'G', 'Y', 'Y', 'V', 'V', 'V', 'H', 'V', 'V', 'V', 'H', 'H', 'H', 'H', 'H', 'O', 'O', 'O', 'O', 'O', 'O', 'P', 'P', 'P', 'O', 'M', 'M', 'M', 'M', 'X', 'W', 'W', 'W', 'C', 'C', 'C', 'C', 'C', 'G', 'U', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']
